reported_hunt_year,model_target_year,hunt_code,species,average_harvest_age,average_harvest_age_3yr,age_data_available,age_source_file,age_source_page,age_source_table_title,crosswalk_confidence,age_mapping_status,source_package,source_priority,notes
2022,2023,EA2029,Private-Lands Only Antlerless Elk,5.2,5.4,true,FF6D4B3D__2022_antlerless_hr.pdf,5,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EA2030,Private-Lands Only Antlerless Elk,7.7,7.6,true,FF6D4B3D__2022_antlerless_hr.pdf,5,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3000,Limited Entry Bull Elk,8.6,8.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3008,Limited Entry Bull Elk,8.7,8.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3009,Limited Entry Bull Elk,6.5,6.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3010,Limited Entry Bull Elk,7.4,7.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3011,Limited Entry Bull Elk,7.7,7.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3013,Limited Entry Bull Elk,5.4,5.2,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3015,Limited Entry Bull Elk,7.6,6.7,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3016,Limited Entry Bull Elk,5,5,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3019,Limited Entry Bull Elk,8.3,7.9,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3020,Limited Entry Bull Elk,7.7,7.6,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3022,Limited Entry Bull Elk,5.7,5.9,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3024,Limited Entry Bull Elk,8.6,8.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3025,Limited Entry Bull Elk,8.6,8.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3042,Limited Entry Bull Elk,8.7,8.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3043,Limited Entry Bull Elk,8.7,8.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3044,Limited Entry Bull Elk,6.5,6.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3045,Limited Entry Bull Elk,6.5,6.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3046,Limited Entry Bull Elk,6.5,6.3,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3047,Limited Entry Bull Elk,7.4,7.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3048,Limited Entry Bull Elk,7.4,7.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3049,Limited Entry Bull Elk,7.7,7.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3050,Limited Entry Bull Elk,7.7,7.4,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3053,Limited Entry Bull Elk,5.4,5.2,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3056,Limited Entry Bull Elk,7.6,6.7,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3057,Limited Entry Bull Elk,7.6,6.7,true,968EFF87__2022_le_oial_all.pdf,8,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3058,Limited Entry Bull Elk,5,5,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3059,Limited Entry Bull Elk,5,5,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3060,Limited Entry Bull Elk,5,5,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3066,Limited Entry Bull Elk,8.3,7.9,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3067,Limited Entry Bull Elk,8.3,7.9,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3068,Limited Entry Bull Elk,7.7,7.6,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3069,Limited Entry Bull Elk,7.7,7.6,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3072,Limited Entry Bull Elk,5.7,5.9,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3073,Limited Entry Bull Elk,5.7,5.9,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3077,Limited Entry Bull Elk,8.6,8.4,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3086,Limited Entry Bull Elk,8.7,8.3,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3087,Limited Entry Bull Elk,6.5,6.3,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3088,Limited Entry Bull Elk,7.4,7.4,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3089,Limited Entry Bull Elk,7.7,7.4,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3091,Limited Entry Bull Elk,5.4,5.2,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3093,Limited Entry Bull Elk,7.6,6.7,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3094,Limited Entry Bull Elk,5,5,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3097,Limited Entry Bull Elk,8.3,7.9,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3098,Limited Entry Bull Elk,7.7,7.6,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3100,Limited Entry Bull Elk,5.7,5.9,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3102,Limited Entry Bull Elk,8.6,8.4,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3110,Limited Entry Bull Elk,8.7,8.3,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3111,Limited Entry Bull Elk,6.5,6.3,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3112,Limited Entry Bull Elk,7.4,7.4,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3113,Limited Entry Bull Elk,7.7,7.4,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3115,Limited Entry Bull Elk,5.4,5.2,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3117,Limited Entry Bull Elk,7.6,6.7,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3118,Limited Entry Bull Elk,5,5,true,968EFF87__2022_le_oial_all.pdf,9,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3121,Limited Entry Bull Elk,8.3,7.9,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3122,Limited Entry Bull Elk,7.7,7.6,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3124,Limited Entry Bull Elk,5.7,5.9,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3127,Limited Entry Bull Elk,5.7,5.9,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3133,Limited Entry Bull Elk,5.2,5.4,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3134,Limited Entry Bull Elk,4.1,5.5,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3137,Limited Entry Bull Elk,6.4,6,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3140,Limited Entry Bull Elk,5.2,5.4,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3141,Limited Entry Bull Elk,4.1,5.5,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,EB3144,Limited Entry Bull Elk,6.4,6,true,968EFF87__2022_le_oial_all.pdf,10,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,GO6800,Mountain Goat,3.1,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2022,2023,GO6801,Mountain Goat,3.1,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2022,2023,GO6802,Mountain Goat,3.1,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2022,2023,GO6803,Mountain Goat,3.8,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Nebo; multiple related GO codes.
2022,2023,GO6804,Mountain Goat,9.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF older label Chalk Creek/Kamas; current table used High Uintas Kamas.
2022,2023,GO6805,Mountain Goat,5.4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2022,2023,GO6806,Mountain Goat,5.4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2022,2023,GO6807,Mountain Goat,5.4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2022,2023,GO6808,Mountain Goat,5.4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2022,2023,GO6809,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Ogden Willard Peak match.
2022,2023,GO6810,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Ogden Willard Peak match.
2022,2023,GO6811,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Ogden Willard Peak match.
2022,2023,GO6812,Mountain Goat,5.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2022,2023,GO6813,Mountain Goat,5.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2022,2023,GO6814,Mountain Goat,4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Mt Dutton match.
2022,2023,GO6815,Mountain Goat,5.4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2022,2023,GO6817,Mountain Goat,4.3,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct La Sal Mtns match.
2022,2023,GO6818,Mountain Goat,5.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2022,2023,GO6819,Mountain Goat,5.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2022,2023,GO6820,Mountain Goat,5.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2022,2023,GO6821,Mountain Goat,3.8,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Nebo; multiple related GO codes.
2022,2023,GO6822,Mountain Goat,3.1,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2022,2023,MA1000,Antlerless Moose,4.2,3.8,true,FF6D4B3D__2022_antlerless_hr.pdf,5,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MA1005,Antlerless Moose,5.5,4.7,true,FF6D4B3D__2022_antlerless_hr.pdf,5,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6000,Limited Entry Bull Moose,4.5,4.6,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_unique,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6001,Limited Entry Bull Moose,4.2,3.6,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_unique,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6002,Limited Entry Bull Moose,4.2,3.8,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6003,Limited Entry Bull Moose,4.2,3.8,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6004,Limited Entry Bull Moose,3.5,4.3,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_unique,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6005,Limited Entry Bull Moose,5.5,4.7,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,MB6008,Limited Entry Bull Moose,5,4.8,true,968EFF87__2022_le_oial_all.pdf,13,,needs_hunt_code_crosswalk,mapped_unit_level_unique,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5000,Limited Entry Buck Pronghorn,4.3,4.4,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5007,Limited Entry Buck Pronghorn,2.8,3.1,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5008,Limited Entry Buck Pronghorn,4.5,4.3,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5009,Limited Entry Buck Pronghorn,4,3.9,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5012,Limited Entry Buck Pronghorn,4.7,,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5013,Limited Entry Buck Pronghorn,3,3,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5018,Limited Entry Buck Pronghorn,4.3,4.1,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5022,Limited Entry Buck Pronghorn,2.8,3.1,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
2022,2023,PB5024,Limited Entry Buck Pronghorn,4.3,4.1,true,968EFF87__2022_le_oial_all.pdf,15,,needs_hunt_code_crosswalk,mapped_unit_level_repeated_to_hunt_codes,harvest_results_2022_for_2023_complete_database,72,2022 complete database lane
