source_file,source_sha256,folder_year,publish_year,inferred_year,reported_hunt_year_inferred,model_target_year,year_inference_method,year_confidence,source_class,report_type,quality_engine_use,draw_engine_use,extraction_priority,extraction_strategy,confidence,reason
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/EF4D3BAC__2023-antelope-island.pdf,83dab04980b1a15552a05cc96c4c05db236782b67a45251dc9c20dfd6357fb6f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2022-23 Sportsman draw odds report.pdf,fc7c64978355dfaa859b884dcb66ab67c3c9daefa595d2e5cdbf3a5917a2000a,2024,2024,2024,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _Big game and antlerless bonus and preference point purchase results.pdf,03f051776d8eba49d782694d7e868f630266326d576f3f836b2ea5e30d005c78,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _Dedicated Hunter deer draw results.pdf,b11dc4329853871aa145b01db3c3843354796f0b7a9b82be84ece0cb0eeae68c,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 draw results General Season Deer Draw Odds.pdf,b59c00f36a5e3f66f0de435e194ca0ac708ef0795380035925598c5275cffd40,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 ELK + OTHER BIG GAME.pdf,66a38f69c535fe4e9128ada6c0f8253db58581ca4e924837b086c9f176249a6d,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 Lifetime general-season deer draw results.pdf,3a6dbf9f7f3b1b8f995a2685521812027effc7a92067609311107e80d6933c19,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 turkey_2023_youth_turkey_draw_results.pdf,9dad81e22386d3692e9fe8ab856a4994137641ba4c13ba6fc725708259092dbd,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 Youth antlerless big game draw results.pdf,adff51c9d620fd88c5bed4a1253293183db9563a2f292c3ec0bc9c0694218670,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 Youth draw-only elk bonus point draw results.pdf,6766808ae7fe09786635cdeac27cefecda216df0ec3a05cc22609f5d0ec3da5e,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 Youth general-season deer draw results.pdf,5ad3362cc56651f423c09bb0454492a5a4c08ddd28aaa012ee2791451bd489f1,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023_cougar_odds_report.pdf,b7296b69abc2622f8418ea97da29b80341117c62216b70f9b612fb74943f0807,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_bg-odds.pdf,37a416f119c6cc24abbfd8ffc5c0bb65a9245212928033eaadf5b2dab93c3f51,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_drawing_odds.pdf,9726e78747de7634cb3d4038c3daf3665e142285ef7ecbdd342d0ac929cb0de3,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_youth_dh_odds.pdf,3375f3a323f061d4c91260df5ad858394bc1c46d31fb789af9f9961aeadd95cc,2024,2024,2024,2023,2024,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2024/pdf/harvest_report/23_bg_report.pdf,d3c268a6aa3ccb8bf1d8633fc07bb9c5aaf842cbf1bd81ce8144a845c91561ae,2024,2024,2024,2023,2024,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/csv/conservation-permit-hunt-table-2025-27.csv,52fa4f459dc11b7611749060eb370b5a71092e502c099bd9b088236e79ead410,2025,2025,2025,2025,2026,FILENAME,HIGH,permit_data,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2025/csv/conservation-permit-workbook-2025-27-raw.csv,ba1bf6234b2f7d11c2dd78f904d7992a4a52656691da6a7cd065d7166fad5ac2,2025,2025,2025,2025,2026,FILENAME,HIGH,permit_data,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2025/formatted_tables/comprehensive_harvest_2024/2024_HARVEST_RESULTS_COMPREHENSIVE.csv,8e7f8fd4e07579dafa3111ae865d1a9651fb22b8f56637b671b4901297817670,2025,2025,2025,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/comprehensive_harvest_2024/2024_HARVEST_RESULTS_COMPREHENSIVE.xlsx,b8eed8cdbe570ba2f96b5c36ba85b157597ed49f6ca9803eb02e09722cfe2aa6,2025,2025,2025,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/comprehensive_harvest_2024/2024_HARVEST_RESULTS_COMPREHENSIVE_report.json,9af36854ebc8a45fab23ad810fd4c9d11fd4ee80cfb6a9b3764a7025d76e67ae,2025,2025,2025,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_BG_MASTER_ELK_PAGE_188.pdf,f2f4173d9e9a7741a32b924122de09d14f649ad8d4a589fb0b4ffb3fd0c5ba36,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_BG_MASTER_MOOSE_PAGE_537.pdf,1122a8c7ac84d912b7b37b2da31faae1e1836cd3d6cde14983f8da825b4f0526,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_BG_MASTER_PRONGHORN_PAGE_398.pdf,50825a1e84ed86e849e0e1d90cb76da7e84fb94f5b8d41d5806b4f3dee0f0e58,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_BG_MASTER_ROCKY_MTN_SHEEP_PAGE_573.pdf,0d5a9fa7cc340f1e08c7c37654715d55ed49f21ea7610dde7974e09cbae90772,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_bg_master_species_pages_index.csv,d1bf400544b8edd6dccb44193e195d7657f8517d9f96d459055243fa82bd3e0b,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_bg_master_species_pages_index.json,5c43b2525e55278a576a651611813f019250e665048081b6e1c4c70eb8d49dd6,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/24_bg_master_species_pages/24_BG_MASTER_SPECIES_TOTALS_ELK_PRONGHORN_MOOSE_ROCKY_MTN_SHEEP.pdf,9e2443bfe27f445705c092600648243513690518b3dec5979c95dcdb2fa49219,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/antlerless_draw_odds_2024_extract/ANTLERLESS_DRAW_ODDS_2024_PERMIT_TOTALS.csv,d6a574952fbb4d369e3fe56757fe4e097cd44dd38c2b0a159d01e2766183ba75,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/antlerless_draw_odds_2024_extract/ANTLERLESS_DRAW_ODDS_2024_PERMIT_TOTALS.xlsx,9f2e1c4e20dbb4bb8ce4975efd0a646183e1276cd7f10f6985405f41e29ac70f,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/antlerless_draw_odds_2024_extract/antlerless_draw_vs_harvest_check_2024_report.json,c36f8cfcd6d7e12d3419b30c189910212e9f5ee4e9ae151ff2070c4c5c252e76,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/antlerless_draw_odds_2024_extract/ANTLERLESS_DRAW_VS_HARVEST_PERMIT_CHECK_2024.csv,d829d4b44ba8aa78e57867c2f29e4c1034dc8092bb381bea368f4c39c630fdad,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/antlerless_draw_odds_2024_extract/ANTLERLESS_DRAW_VS_HARVEST_PERMIT_CHECK_2024.xlsx,c83c7f7a3c12b1be22d86360ba90acec0976606a2deaddc140720717acfe4bc4,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/antlerless_draw_odds_2024_extract/ANTLERLESS_HARVEST_PERMITS_REFERENCE_2024.csv,258f0892f5aedb06598f2ad2f07530ade07b4d59aea153332f8b32e1289acbc3,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_master_hunt_rows_2024.csv,1f5f30879202ab4f1f3fd6a6c41927fcbc6532d38bde15ee3a881f4e2eaf962d,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_master_hunt_rows_2024.xlsx,692df19f4e952cf12668b6b951c136fa149c690911bb3a6be12e52b3c9fcdbad,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_hunt_rows_2024.csv,db2ee1f38413ff491dafa0fa899928ca33935582c46cab619deaac3e500e83d9,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_hunt_rows_2024.xlsx,25c2f8a63ae494da43d023a974eb98e62d2ac82e155bf0278def6ce340acba0d,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_vs_master_2024.csv,07aeaf2829e73adbfb68468d3d2546afc37cdfae0b041eda0ab8bf1b87aa071c,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_vs_master_2024.xlsx,d3a896fa2d772a9a26d4722b9f52bf5f574e38a5ec234f2905deab5ee831044f,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_vs_master_2024_20260510_044100.csv,620deb5d2387b3db813868980ca9ab15cee1946591f035cb20a9cd3f99f46fd0,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_vs_master_2024_20260510_050314.csv,c5840558905ccb84d34334d6e3fa4a0e171cb969da92786b08453c25c1769bc8,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/batch_2024_subfiles_vs_master/draw_odds_subfiles_vs_master_2024_report.json,09ee297c1511caa1225717a016b85a3e7d75c8482c187e6f35b79c34818da645,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE.csv,a224a6a21c8be8f9f8a9ae35f329d65ef21438b9aced6db22fad22ffabc54621,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE.xlsx,054867a86a3b4e0b369e1e24caf23cdee26925e68acba11e1d33c00734bd653e,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_PERMITS_FIXED.csv,f05879d445064e52c7c236651ef1f8c3b8c11a6a5db68b637fc9c6ecbbe44478,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_PERMITS_FIXED_plus_OTC_report.json,a28c9ae129c47ad0775b2c97b1b22e6c09d66034d9a5c55dfda46632acd77418,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_PERMITS_FIXED_report.json,5198a809c90695fb818d9535266c9e284e56b8741ae3ced9bef08ba34e506127,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_PERMITS_FIXED_WITH_OTC.csv,e1e2ca80aee7c1a49fe894665ba0ff8441fc1593eb6145e3facf64dbb4fba2fb,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_PLUS_ELK_GENERAL_SEASON.csv,c6aa5907b895cd7bb91070dd654fd55fffec48c8a228adbb95f7e4a5f2c61e70,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_PLUS_ELK_GENERAL_SEASON_report.json,6c8327c47d5be5930cfd0164bcdacd668dbea619d80f0f9e8d92c963abb3a6d9,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_report.json,c531b52af9a400060362dee2c916619ff459848180f19768d7310c947a571ccd,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_suspect_permit_numbers.csv,4411e3737d8066e761d8c97219ba808f74e44d76051d04cd1629182aba0c41b2,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_vs_MASTER_comp_only.csv,33deea2defc09c8ab3844f0cdcafcda3004172cdfba14ee592776d66731f93a3,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_vs_MASTER_master_only.csv,7824fb9855efdb978e1fe769ce8d7c0be5fa499e41c528b386323c677cedd9fc,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/2024_DRAW_RESULTS_COMPREHENSIVE_vs_MASTER_overlap_permit_check.csv,0b163707dbb298147f59eb627d2147a6855656ac2e1ef8dd0199dca4bc5b20fa,2025,2025,2025,2024,2025,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/draw_vs_harvest_common_codes.csv,ffc7707055e7694366804579a4dffcb68f89b6cc58269f46cb5671e7e66c6250,2025,2025,2025,2025,2026,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/draw_vs_harvest_comparison_summary.json,c59182338d33b0f0fa530b742dfa908a4c1ce4727595ce18aa5b6fc87867f7d3,2025,2025,2025,2025,2026,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/draw_vs_harvest_draw_only_codes.csv,44fc7ef4944ff439a66154bffd2dca7c49d8b9bcffb16ef48e7693ec1b0e0005,2025,2025,2025,2025,2026,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2025/formatted_tables/draw_odds_results/comprehensive_2024/draw_vs_harvest_harvest_only_codes.csv,56e51b8c4d025ea488a3e8da6c3fab487f97571b9f243e400500cfae0e6af568,2025,2025,2025,2025,2026,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_average_age_2024_extract/ELK_AVERAGE_AGE_HARVEST_2024.csv,e03553079b7d922c325e428bc4b4cd36f2f86671639dd11a31094d823605a317,2025,2025,2025,2024,2025,CONFLICT,HIGH,biology_population,average_age,YES,NO,HIGH,wide_year_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_average_age_2024_extract/ELK_AVERAGE_AGE_HARVEST_2024.xlsx,ecec1cf3e044498bb46c5599a5df8760c13821f110779bec4ceb82c546585efe,2025,2025,2025,2024,2025,CONFLICT,HIGH,biology_population,average_age,YES,NO,HIGH,wide_year_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_GENERAL_SEASON_ARCHERY_HARVEST_BY_UNIT_2024.csv,bb09a6ac25f6d41216367edccc541bd615f2ef301745fb02bee39e6093b470b8,2025,2025,2025,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_GENERAL_SEASON_ARCHERY_HARVEST_BY_UNIT_2024.xlsx,0c5f725fa019d398470b53ac4fa55cc9b196bb128208ca20e314a9c1af27c40c,2025,2025,2025,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_GENERAL_SEASON_ARCHERY_HARVEST_BY_UNIT_2024_manifest.json,2bde7c4da661b91c260545330de4293ac5bb1835f311a591a8f09b983e3f3e62,2025,2025,2025,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
