source_file,pdf_page_number,printed_page,line_number_on_pdf_page,line_text
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,52,"permits before the season begins, the waiting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,53,the permit. Both of the signatures must be
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,54,period will be waived. General-season permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,55,notarized.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,56,are not subject to waiting periods.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,57,"After the signatures are notarized, submit"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,58,Dedicated Hunters the affidavit and the unused permit to the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,59,Division.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,60,If you're enrolled in the Dedicated Hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,61,"program, and you decide to surrender your"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,62,"permit, you must return it to the Division be-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,63,"fore Aug. 19, 2023 (the day the general-season"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,64,archery deer hunt opens).
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,31,31,65,31
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,1,32
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,2,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,3,koobediuG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,4,noitacilppA
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,5,emaG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,6,giB
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,7,hatU
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,9,Permit refunds and
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,10,Lifetime license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,11,exchanges
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,12,holders: Obtaining
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,13,Utah Code § 23-19-38 & Utah Admin. Rule R657-42
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,14,your permit in 2023 The Division rarely issues refunds for per-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,15,"mits, licenses or certificates of registration, but Utah Admin. Rule R657-17"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,16,Lifetime licenses were last sold in
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,17,there are some exceptions. To see if you're eligi-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,18,Utah in 1994. If you are one of the lucky
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,19,"ble for a refund, visit wildlife.utah.gov/refund."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,20,"hunters who has a lifetime license,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,21,"Reminder: If you are eligible for a refund,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,22,the Division wants you to obtain your
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,23,you must submit all required forms and
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,24,deer permit as quickly and smoothly as
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,25,accompanying paperwork within 90 days of
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,26,possible:
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,27,the season ending in order to qualify for a full
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,28,"To select the unit you want to hunt,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,29,refund.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,30,you'll need to complete the online
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,31,Permit exchanges lifetime license questionnaire.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,32,You may exchange your general-season The questionnaire is located in the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,33,deer or elk permit for one that's available 2023 big game application. Visit
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,34,"in another unit, but it must be for the same wildlife.utah.gov between March"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,35,"species and sex. For example, you cannot 23 and April 27, 2023 to access"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,36,"exchange a buck deer permit for a bull elk the application, complete the"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,37,permit. The exchange must occur before questionnaire and select a unit.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,38,the season opening date on the permit you If you do not complete the lifetime
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,39,originally obtained. license questionnaire by April
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,40,"You must also pay a $10 handling fee to 27, 2023, you will automatically"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,41,exchange a permit. receive a permit for the unit you
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,42,selected in 2022.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,43,Duplicate licenses
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,44,If you did not select a general-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,45,"Utah Code § 23-19-10 & Utah Admin. Rule R657-5-5 season unit in the past three years,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,46,If your unexpired license or permit is and you do not complete your
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,47,"destroyed, lost or stolen, you can obtain a lifetime license questionnaire in"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,48,"duplicate from a Division office or a license 2023, you may obtain a remaining"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,49,"agent for $10 or half of the price of the original permit at a Division office, starting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,50,"license or permit, whichever is less. July 18."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,51,"If you drew a license or permit, but you If your address changes, please"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,52,"never received it, the Division may waive the notify the Division immediately."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,53,fee that you would normally have to pay to get If you are already enrolled in the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,54,"a duplicate. Dedicated Hunter program, you"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,55,Keep in mind that you can also use the are not required to complete your
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,56,Utah Hunting and Fishing app to legally lifetime license questionnaire.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,57,carry hunting or combination licenses on If you are planning to apply for the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,58,"a phone or tablet for all the members of Dedicated Hunter program in 2023,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,59,"your family. To download the app, visit you must complete your lifetime"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,60,wildlife.utah.gov/mobileapp. license questionnaire.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,61,For more information about lifetime
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,32,32,62,"licenses, visit wildlife.utah.gov/lifetime."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,1,Utah
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,2,Big
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,3,Game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,4,Application
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,5,Guidebook
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,6,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,7,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,8,DEDICATED HUNTER PROGRAM
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,9,Utah Admin. Rule R657-38
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,10,Enjoy more hunting opportunities and help Utah wildlife.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,11,"Want to spend more time hunting deer apply, you must take the required orientation"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,12,in Utah? Consider applying for the Dedicated course and then submit a Dedicated Hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,13,Hunter Program. application in the big game drawing.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,14,"As a participant, you could enjoy up to Note: Taking the orientation course alone"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,15,three consecutive years hunting the same is not an application; the orientation course is
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,16,general-season deer unit and help Utah intended to help you understand what the Dedi-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,17,wildlife at the same time. cated Hunter Program entails before you apply.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,18,"The orientation is easy, but do not wait"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,19,Benefits and
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,20,"until the last minute, or you might not have"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,21,requirements
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,22,time to complete the course and submit your
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,23,"As a Dedicated Hunter, you'll complete application before the deadline."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,24,specific requirements in each of the three years The application fee is $10 for residents
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,25,you participate in order to obtain your deer and $15 for nonresidents. If your application
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,26,"permit. Then, you'll be able to use your permit is drawn, you will be charged the appropriate"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,27,to hunt during all of the general deer seasons: program fee. (Dedicated Hunter Program fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,28,"archery, muzzleloader and any legal weapon are listed on page 15.)"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,29,(rifle). You may apply as an individual or in groups
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,30,"In exchange for this opportunity, participants: of up to four hunters."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,31,Complete a minimum of 32 volunteer
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,32,hours on Division-approved service Dedicated Hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,33,projects during the three-year period. preference points
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,34,May harvest a deer in two of the three If you apply for the Dedicated Hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,35,"years of program participation. Program in 2023, and you aren't selected to par-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,36,"Complete both an online orientation ticipate, you'll receive a Dedicated Hunter prefer-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,37,"course and a wildlife conservation ethics ence point, which will give you a better chance"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,38,course. at getting into the program in a future year.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,39,"For additional details about the program, If you don't want to join the program"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,40,please visit wildlife.utah.gov/dh. this year-but you'd like a better chance at
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,41,participating in the future-you can take
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,42,Joining the program
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,43,the orientation course and just apply for a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,44,Participants join the Dedicated Hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,45,Dedicated Hunter preference point.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,46,Program by applying in the annual big game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,47,drawing. Online applications for the Dedicated
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,48,Hunter Program will be accepted from March
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,49,"23-April 27, 2023 (as part of the 2023 big"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,50,game application process).
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,51,Results of the drawing will be available on
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,52,"May 31, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,53,"To apply for the program, please visit"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,54,"wildlife.utah.gov/dh and click ""How to apply"" in"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,55,the menu at the right of the page. In order to
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,33,33,56,33
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,1,34
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,2,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,3,koobediuG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,4,noitacilppA
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,5,emaG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,6,giB
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,7,hatU
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,9,OPPORTUNITIES FOR YOUNG HUNTERS
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,10,"In 2023, there are many options for youth who want to hunt big game."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,11,"Hunting deer for from Sept. 27-Oct. 5, 2023. You must use"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,12,multiple seasons muzzleloader equipment and hunt the unit
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,13,listed on your permit. You may not hunt during
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,14,Twenty percent of Utah's general-season
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,15,the general archery season or either of the any
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,16,buck deer permits are allocated to youth in
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,17,legal weapon seasons.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,18,the big game drawing. For the purposes of big
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,19,"game hunting, you are a youth if you will be 17 Archery permits"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,20,years of age or younger on July 31. If you obtain a general-season archery deer
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,21,"permit, you may hunt only during the general"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,22,Any legal weapon permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,23,archery deer season and the extended archery
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,24,If you are a youth who obtains a general-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,25,deer season.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,26,season any legal weapon deer permit (for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,27,"On July 18, additional youth-only archery"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,28,"either the early season or the later,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,29,deer permits will also be available for purchase
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,30,"traditional season), you may hunt during"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,31,over the counter at all DWR offices and license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,32,all general seasons for buck deer including
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,33,"agent locations, or online at wildlife.utah.gov."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,34,"archery, extended archery (course required),"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,35,Reminder: Youth who purchase these
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,36,muzzleloader and any legal weapon seasons.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,37,additional youth archery deer permits will not See the table below for full details on
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,38,lose any preference points they've accrued for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,39,which seasons a youth may hunt with their any
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,40,general-season buck deer.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,41,legal weapon permit.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,42,Important: If you obtain a general-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,43,"Muzzleloader permits season archery deer permit, you may hunt only"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,44,If you obtain a general-season muzzle- during the general archery deer season and
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,45,"loader deer permit, you may hunt only during the extended archery deer season."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,46,"the general muzzleloader season, which runs"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,47,YOUTH DEER Early any legal weapon buck Any legal weapon buck deer
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,48,SEASONS deer permit (Oct. 11-15) permit (Oct. 21-29)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,49,Archery season
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,50,May hunt on your unit with archery equipment.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,51,(Aug. 19-Sept. 15)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,52,Muzzleloader season
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,53,May hunt on your unit with muzzleloader equipment.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,54,(Sept. 27-Oct. 5)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,55,Early any legal weapon May hunt on your unit May hunt with any legal weapon if
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,56,season (Oct. 11-15) with any legal weapon. your unit offers the early season.*
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,57,Any legal weapon season
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,58,May hunt on your unit with any legal weapon.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,59,(Oct. 21-29)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,60,Extended archery seasons May hunt the extended archery areas with archery equipment.^
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,61,* See the list of early-season units on page 25.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,34,34,62,"^ For information about extended archery hunting and the required ethics course, see page 8."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,1,Utah
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,2,Big
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,3,Game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,4,Application
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,5,Guidebook
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,6,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,7,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,8,General-season youth season (over-the-counter) elk hunts. See the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,9,elk permits table below for full details of which season a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,10,youth can hunt with this permit.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,11,"In 2023, there will be an unlimited number"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,12,of general-season youth elk permits avail- Youth-only groups
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,13,able for youth who will be 17 years of age
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,14,If you will be 17 years of age or younger
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,15,"or younger on July 31, 2023. New: These"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,16,"on July 31, 2023, you can participate in the"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,17,permits will be valid during all general
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,18,youth drawing for general-season deer permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,19,seasons on both any bull and spike units.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,20,or the draw-only youth elk permits. You can
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,21,See the table below for full details about
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,22,submit an application as an individual hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,23,which seasons a youth can hunt with their
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,35,35,24,or as a member of a youth-only group.
