source_file,pdf_page_number,printed_page,line_number_on_pdf_page,token_type,token,line_text
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,12,code_citation,R657-5-48,Utah Admin. Rule R657-5-47 and R657-5-48
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,12,number_or_money,5,Utah Admin. Rule R657-5-47 and R657-5-48
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,12,number_or_money,47,Utah Admin. Rule R657-5-47 and R657-5-48
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,12,number_or_money,48,Utah Admin. Rule R657-5-47 and R657-5-48
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,16,code_citation,R657-5-11,Utah Admin. Rule R657-5-11 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,16,code_citation,R657-5-47,Utah Admin. Rule R657-5-11 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,16,number_or_money,5,Utah Admin. Rule R657-5-11 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,16,number_or_money,11,Utah Admin. Rule R657-5-11 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,16,number_or_money,47,Utah Admin. Rule R657-5-11 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,22,number_or_money,22,archery equipment that begins on page 22.)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,33,code_citation,R657-5-10,public safety. Utah Admin. Rule R657-5-10 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,33,code_citation,R657-5-47,public safety. Utah Admin. Rule R657-5-10 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,33,number_or_money,5,public safety. Utah Admin. Rule R657-5-10 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,33,number_or_money,10,public safety. Utah Admin. Rule R657-5-10 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,33,number_or_money,47,public safety. Utah Admin. Rule R657-5-10 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,37,number_or_money,22,for these hunts are listed in Utah Admin. Rule begins on page 22.)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,38,code_citation,R657-5-47,"R657-5-47, available online."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,38,number_or_money,5,"R657-5-47, available online."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,38,number_or_money,47,"R657-5-47, available online."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,41,code_citation,R657-5-8,Utah Admin. Rule R657-5-8 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,41,code_citation,R657-5-47,Utah Admin. Rule R657-5-8 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,41,number_or_money,5,Utah Admin. Rule R657-5-8 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,41,number_or_money,8,Utah Admin. Rule R657-5-8 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,41,number_or_money,47,Utah Admin. Rule R657-5-8 and R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,46,number_or_money,22,page 22.)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,47,code_citation,R657-5-9,Utah Admin. Rule R657-5-9 & R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,47,code_citation,R657-5-47,Utah Admin. Rule R657-5-9 & R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,47,number_or_money,5,Utah Admin. Rule R657-5-9 & R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,47,number_or_money,9,Utah Admin. Rule R657-5-9 & R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,47,number_or_money,47,Utah Admin. Rule R657-5-9 & R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,52,number_or_money,22,page 22.)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,53,code_citation,R657-5-47,Utah Admin. Rule R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,53,number_or_money,5,Utah Admin. Rule R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,53,number_or_money,47,Utah Admin. Rule R657-5-47
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,55,number_or_money,35,a scope is allowed. No electronics may be minimum bullet diameter of .35 caliber and a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,56,number_or_money,1.16,"attached, except for illuminated reticles. minimum case length of at least 1.16 inches"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,58,number_or_money,15,"Have no more than a single barrel 15 No semi-automatic rifle, scope or other"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,63,code_citation,R657-5-48,"A fixed, detachable or collapsible Utah Admin. Rule R657-5-48"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,63,number_or_money,5,"A fixed, detachable or collapsible Utah Admin. Rule R657-5-48"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,26,26,63,number_or_money,48,"A fixed, detachable or collapsible Utah Admin. Rule R657-5-48"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,1,number_or_money,27,27
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,13,code_citation,R657-56-13,Utah Admin. Rule R657-56-13 cams
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,13,number_or_money,56,Utah Admin. Rule R657-56-13 cams
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,13,number_or_money,13,Utah Admin. Rule R657-56-13 cams
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,15,number_or_money,40,"hunters, anglers and trappers access to Has a draw weight of 40 pounds or more"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,21,number_or_money,209,"The Division issues authorization ignition systems, including 209 primers,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,34,code_citation,800-221-0659,800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,34,number_or_money,800,800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,34,number_or_money,221,800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,34,number_or_money,0659,800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,code_citation,76-11-102,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,code_citation,53-5a-3,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,code_citation,76-11-204,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,number_or_money,76,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,number_or_money,11,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,number_or_money,102,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,number_or_money,53,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,number_or_money,3,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,35,number_or_money,204,"Utah Code §§§§ 76-11-102, 53-5a-3, 76-11-204 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,36,code_citation,53-5a-108,"Also, remember that WIA properties 53-5a-108"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,36,number_or_money,53,"Also, remember that WIA properties 53-5a-108"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,36,number_or_money,108,"Also, remember that WIA properties 53-5a-108"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,43,number_or_money,18,"hunts, but do apply for those with Dedicated You are 18 years of age or older"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,27,27,45,number_or_money,38,restricted rifle hunts on page 38.) ered to be loaded when there is an unexpended
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,1,number_or_money,28,28
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,13,code_citation,76-11-208,Utah Code § 76-11-208 and Utah Admin. Rule R657-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,13,code_citation,R657-12,Utah Code § 76-11-208 and Utah Admin. Rule R657-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,13,number_or_money,76,Utah Code § 76-11-208 and Utah Admin. Rule R657-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,13,number_or_money,11,Utah Code § 76-11-208 and Utah Admin. Rule R657-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,13,number_or_money,208,Utah Code § 76-11-208 and Utah Admin. Rule R657-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,13,number_or_money,12,Utah Code § 76-11-208 and Utah Admin. Rule R657-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,25,number_or_money,600,"or property manager, within 600 feet of: in advance, you know you'll be able to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,37,number_or_money,2025,"In 2025, you may hunt big game during"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,40,code_citation,76-11-217,Utah Code § 76-11-217
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,40,number_or_money,76,Utah Code § 76-11-217
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,40,number_or_money,11,Utah Code § 76-11-217
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,40,number_or_money,217,Utah Code § 76-11-217
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,48,code_citation,76-11-217,76-11-217 at wildlife.utah.gov/rules for more
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,48,number_or_money,76,76-11-217 at wildlife.utah.gov/rules for more
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,48,number_or_money,11,76-11-217 at wildlife.utah.gov/rules for more
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,48,number_or_money,217,76-11-217 at wildlife.utah.gov/rules for more
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,55,code_citation,R657-5-12,Utah Admin. Rule R657-5-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,55,number_or_money,5,Utah Admin. Rule R657-5-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,55,number_or_money,12,Utah Admin. Rule R657-5-12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,64,date,Oct. 25,municipalities Oct. 25-Huntington Game Farm (until
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,64,number_or_money,25,municipalities Oct. 25-Huntington Game Farm (until
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,65,number_or_money,3,Please check county and local municipality 3 p.m.)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,66,date,Nov. 8,"ordinances regarding firearm restrictions before Nov. 8-Annabella, Pahvant, and a portion"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,28,28,66,number_or_money,8,"ordinances regarding firearm restrictions before Nov. 8-Annabella, Pahvant, and a portion"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,1,number_or_money,29,29
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,12,code_citation,R657-5-14,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-14
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,12,number_or_money,5,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-14
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,12,number_or_money,309,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-14
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,12,number_or_money,14,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-14
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,20,number_or_money,31,tected wildlife from July 31 through Jan. Military installations
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,21,number_or_money,31,"31. This includes scouting and hunting. All of the military installations in Utah, includ-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,24,code_citation,76-11-208,Utah Code § 76-11-208 and Utah Admin. Rule R651-614-4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,24,number_or_money,76,Utah Code § 76-11-208 and Utah Admin. Rule R651-614-4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,24,number_or_money,11,Utah Code § 76-11-208 and Utah Admin. Rule R651-614-4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,24,number_or_money,208,Utah Code § 76-11-208 and Utah Admin. Rule R651-614-4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,24,number_or_money,614,Utah Code § 76-11-208 and Utah Admin. Rule R651-614-4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,24,number_or_money,4,Utah Code § 76-11-208 and Utah Admin. Rule R651-614-4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,34,number_or_money,614,"R651-614. For more information, visit stateparks."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,50,code_citation,76-11-208,ous page or review Utah Code § 76-11-208.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,50,number_or_money,76,ous page or review Utah Code § 76-11-208.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,50,number_or_money,11,ous page or review Utah Code § 76-11-208.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,50,number_or_money,208,ous page or review Utah Code § 76-11-208.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,53,number_or_money,80,The U.S. Fish and Wildlife Service has muzzleloader south of I-80 and east of I-15
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,29,29,53,number_or_money,15,The U.S. Fish and Wildlife Service has muzzleloader south of I-80 and east of I-15
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,1,number_or_money,30,30
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,24,number_or_money,20,shotgun firing shot size not to exceed T(.20)- tion from the owner or person in charge to
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,26,number_or_money,40,"sen, Utah, from the bridge on US-40 upstream to properly posted. Permission must include all of"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,45,code_citation,R657-6-14,"Utah Admin. Rule R657-6-14 displayed at all corners, on fishing streams"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,45,number_or_money,6,"Utah Admin. Rule R657-6-14 displayed at all corners, on fishing streams"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,45,number_or_money,14,"Utah Admin. Rule R657-6-14 displayed at all corners, on fishing streams"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,54,number_or_money,5,"Utah Code §§ 23A-5-317 and 23A-5-310 23A-6-402. In addition, it is unlawful to take"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,54,number_or_money,317,"Utah Code §§ 23A-5-317 and 23A-5-310 23A-6-402. In addition, it is unlawful to take"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,54,number_or_money,310,"Utah Code §§ 23A-5-317 and 23A-5-310 23A-6-402. In addition, it is unlawful to take"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,54,number_or_money,6,"Utah Code §§ 23A-5-317 and 23A-5-310 23A-6-402. In addition, it is unlawful to take"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,54,number_or_money,402,"Utah Code §§ 23A-5-317 and 23A-5-310 23A-6-402. In addition, it is unlawful to take"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,58,number_or_money,5,in violation of Utah Code § 23A-5-317.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,30,30,58,number_or_money,317,in violation of Utah Code § 23A-5-317.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,1,number_or_money,31,31
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,code_citation,53-5a-3,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,code_citation,53-5a-108,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,5,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,309,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,11,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,203,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,53,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,3,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,12,number_or_money,108,"Utah Code §§§§ 23A-5-309, 23A-11-203, 53-5a-3, 53-5a-108 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,13,code_citation,R657-5-13,of attempting to locate protected wildlife. Utah Admin. Rule R657-5-13
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,13,number_or_money,5,of attempting to locate protected wildlife. Utah Admin. Rule R657-5-13
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,13,number_or_money,13,of attempting to locate protected wildlife. Utah Admin. Rule R657-5-13
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,19,number_or_money,68,"definitions of ""bait"" and ""baited area"" on page 68.) attempt or intent to locate protected wildlife."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,27,code_citation,R657-5-7,traveling from a baited area Utah Admin. Rule R657-5-7 through R657-5-11 & Utah Code
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,27,code_citation,R657-5-11,traveling from a baited area Utah Admin. Rule R657-5-7 through R657-5-11 & Utah Code
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,27,number_or_money,5,traveling from a baited area Utah Admin. Rule R657-5-7 through R657-5-11 & Utah Code
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,27,number_or_money,7,traveling from a baited area Utah Admin. Rule R657-5-7 through R657-5-11 & Utah Code
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,27,number_or_money,11,traveling from a baited area Utah Admin. Rule R657-5-7 through R657-5-11 & Utah Code
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,28,number_or_money,5,"If you have questions about this law, please § 23A-5-307"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,28,number_or_money,307,"If you have questions about this law, please § 23A-5-307"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,34,number_or_money,2,page 2 for contact info).
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,37,code_citation,R657-5-7,"Utah Admin. Rule R657-5-7 nanotechnology, except for basic devices"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,37,number_or_money,5,"Utah Admin. Rule R657-5-7 nanotechnology, except for basic devices"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,37,number_or_money,7,"Utah Admin. Rule R657-5-7 nanotechnology, except for basic devices"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,40,date,Dec. 31,"ing to locate big game from July 31 to Dec. 31. ing, such as artificial intelligence."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,40,number_or_money,31,"ing to locate big game from July 31 to Dec. 31. ing, such as artificial intelligence."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,47,number_or_money,68,"See page 68 for definitions, and visit wildlife. game locations that would aid in the stalking of"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,58,code_citation,R657-5-7,Rifle Utah Admin. Rule R657-5-7 & Utah Code § 23A-5-307
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,58,number_or_money,5,Rifle Utah Admin. Rule R657-5-7 & Utah Code § 23A-5-307
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,58,number_or_money,7,Rifle Utah Admin. Rule R657-5-7 & Utah Code § 23A-5-307
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,58,number_or_money,307,Rifle Utah Admin. Rule R657-5-7 & Utah Code § 23A-5-307
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,61,number_or_money,2022,Airgun camera rules since 2022:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,63,date,Dec. 31,Muzzleloader from July 31 to Dec. 31.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,31,31,63,number_or_money,31,Muzzleloader from July 31 to Dec. 31.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,1,number_or_money,32,32
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,28,code_citation,R657-5-7,Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,28,number_or_money,5,Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,28,number_or_money,7,Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,29,number_or_money,41,See the informational box on page 41 for
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,33,number_or_money,71,"rule, and page 71 for definitions."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,32,32,42,code_citation,R657-5-15,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-15
