current_hunt_code,current_prefix,current_hunt_name,species,sex_type,weapon,hunt_type,season,in_database_2026,database_permits_2026_res,database_permits_2026_nonres,database_permits_2026_total,overlay_source_files,historical_hunt_code,historical_prefix,candidate_historical_codes,historical_years,relationship_type,crosswalk_status,mapping_confidence,mapping_method,data_quality_grade,backcheck_best_match_method,backcheck_reason_code,backcheck_candidates,full_joined_name_match_codes,full_joined_exact_history_years,full_joined_name_match_years,recommended_model_behavior,source_files,notes
EL3048,EL,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3048,EB,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185|EL3048,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:EB3010:Monroe; 2021:EB3088:Monroe; 2021:EB3112:Monroe; 2022:EB3010:Monroe; 2022:EB3047:Monroe; 2022:EB3048:Monroe; 2022:EB3088:Monroe; 2022:EB3112:Monroe; 2023:EB3010:Monroe; 2023:EB3047:Monroe; 2023:EB3048:Monroe; 2023:EB3088:Monroe; 2023:EB3112:Monroe; 2023:EB3184:Monroe; 2023:EB3185:Monroe; 2024:EB3010:Monroe; 2024:EB3047:Monroe; 2024:EB3048:Monroe; 2024:EB3088:Monroe; 2024:EB3112:Monroe; 2024:EB3184:Monroe; 2024:EB3185:Monroe,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185|EL3048,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3049,EL,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3049,EB,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3050,EL,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3050,EB,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3053,EL,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3053,EB,EB3013|EB3053|EB3091|EB3115|EB3210,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3013|EB3053|EB3091|EB3115|EB3210,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3056,EL,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3056,EB,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3057,EL,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3057,EB,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:EB3015:Panguitch Lake; 2021:EB3093:Panguitch Lake; 2021:EB3117:Panguitch Lake; 2022:EB3015:Panguitch Lake; 2022:EB3056:Panguitch Lake; 2022:EB3057:Panguitch Lake; 2022:EB3093:Panguitch Lake; 2022:EB3117:Panguitch Lake; 2023:EB3015:Panguitch Lake; 2023:EB3056:Panguitch Lake; 2023:EB3057:Panguitch Lake; 2023:EB3093:Panguitch Lake; 2023:EB3117:Panguitch Lake; 2023:EB3188:Panguitch Lake; 2023:EB3189:Panguitch Lake; 2024:EB3015:Panguitch Lake; 2024:EB3056:Panguitch Lake; 2024:EB3057:Panguitch Lake; 2024:EB3093:Panguitch Lake; 2024:EB3117:Panguitch Lake; 2024:EB3188:Panguitch Lake; 2024:EB3189:Panguitch Lake,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3063,EL,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3063,EB,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3064,EL,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3064,EB,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3065,EL,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3065,EB,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:EB3018:Fishlake/Thousand Lakes; 2024:EB3063:Fishlake/Thousand Lakes; 2024:EB3064:Fishlake/Thousand Lakes; 2024:EB3065:Fishlake/Thousand Lakes; 2024:EB3096:Fishlake/Thousand Lakes; 2024:EB3120:Fishlake/Thousand Lakes; 2024:EB3192:Fishlake/Thousand Lakes,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,2025,2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3066,EL,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3066,EB,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:EB3019:San Juan Bull Elk; 2021:EB3097:San Juan Bull Elk; 2021:EB3121:San Juan Bull Elk; 2022:EB3019:San Juan Bull Elk; 2022:EB3066:San Juan Bull Elk; 2022:EB3067:San Juan Bull Elk; 2022:EB3097:San Juan Bull Elk; 2022:EB3121:San Juan Bull Elk; 2023:EB3019:San Juan Bull Elk; 2023:EB3066:San Juan Bull Elk; 2023:EB3067:San Juan Bull Elk; 2023:EB3097:San Juan Bull Elk; 2023:EB3121:San Juan Bull Elk; 2023:EB3193:San Juan Bull Elk; 2023:EB3194:San Juan Bull Elk; 2024:EB3019:San Juan Bull Elk; 2024:EB3066:San Juan Bull Elk; 2024:EB3067:San Juan Bull Elk; 2024:EB3097:San Juan Bull Elk; 2024:EB3121:San Juan Bull Elk; 2024:EB3193:San Juan Bull Elk; 2024:EB3194:San Juan Bull Elk,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv|processed_data/historical_le_to_eb_crosswalk_2024.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3067,EL,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3067,EB,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3068,EL,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3068,EB,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:EB3020:Diamond Mtn; 2024:EB3068:Diamond Mtn; 2024:EB3069:Diamond Mtn; 2024:EB3098:Diamond Mtn; 2024:EB3122:Diamond Mtn; 2024:EB3195:Diamond Mtn; 2024:EB3196:Diamond Mtn,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,2025,2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3069,EL,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3069,EB,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3072,EL,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3072,EB,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:EB3022:Wasatch Mtns; 2021:EB3100:Wasatch Mtns; 2021:EB3124:Wasatch Mtns; 2022:EB3022:Wasatch Mtns; 2022:EB3072:Wasatch Mtns; 2022:EB3073:Wasatch Mtns; 2022:EB3100:Wasatch Mtns; 2022:EB3124:Wasatch Mtns; 2022:EB3127:Wasatch Mtns; 2023:EB3022:Wasatch Mtns; 2023:EB3072:Wasatch Mtns; 2023:EB3073:Wasatch Mtns; 2023:EB3100:Wasatch Mtns; 2023:EB3124:Wasatch Mtns; 2023:EB3127:Wasatch Mtns; 2023:EB3199:Wasatch Mtns; 2024:EB3022:Wasatch Mtns; 2024:EB3072:Wasatch Mtns; 2024:EB3073:Wasatch Mtns; 2024:EB3100:Wasatch Mtns; 2024:EB3124:Wasatch Mtns; 2024:EB3127:Wasatch Mtns; 2024:EB3199:Wasatch Mtns,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv|processed_data/historical_le_to_eb_crosswalk_2024.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3073,EL,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3073,EB,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3077,EL,Beaver East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3077,EB,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3079,EL,Book Cliffs Little Creek Roadless,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3079,EB,EB3002|EB3028|EB3079|EB3104|EB3167,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3002|EB3028|EB3079|EB3104|EB3167,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3081,EL,Cache Meadowville,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3081,EB,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3083,EL,Cache South,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3083,EB,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3084,EL,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3084,EB,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:EB3006:Manti; 2024:EB3038:Manti; 2024:EB3039:Manti; 2024:EB3084:Manti; 2024:EB3108:Manti; 2024:EB3126:Manti; 2024:EB3172:Manti,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,2025,2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3086,EL,Fillmore Pahvant,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3086,EB,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181|EL3181,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181|EL3181,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3087,EL,La Sal La Sal Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3087,EB,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,2021|2022|2023|2024,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,,2021|2022|2023|2024,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3088,EL,Monroe,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3088,EB,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185|EL3048,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185|EL3048,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
