hunt_code,hunt_name,species,hunt_type,weapon,residency,draw_pool,public_permits_2025,public_permits_2026,permits_2026_total,permit_delta,permit_status,source_file_2026,coverage_reason,audit_label,audit_rationale
DB1787,Boulder/Kaiparowits,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,15,6,70,-9,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1785,Panguitch Lake,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,20,12,112,-8,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1779,Monroe,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,49,43,45,-6,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DA1049,"Vernal, Ashley Valley",Deer,General Season,Archery,Nonresident,standard,1,35,35,34,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1030,"Nine Mile, Price River Valley",Deer,General Season,Archery,Nonresident,standard,1,25,25,24,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1047,Vernal-Ouray Valley,Deer,General Season,Any Legal Weapon,Nonresident,standard,2,25,25,23,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1018,"Pine Valley, New Harmony",Deer,General Season,"Archery, Muzzleloader, Shotgun",Nonresident,standard,1,20,20,19,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1003,"Monroe/Plateau, Sevier Valley",Deer,General Season,"Archery, Muzzleloader, Shotgun",Nonresident,standard,1,15,15,14,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1041,"Nine Mile, Green River Valley",Deer,General Season,Any Legal Weapon,Nonresident,standard,1,15,15,14,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1049,"Vernal, Ashley Valley",Deer,General Season,Archery,Resident,standard,27,35,35,8,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1047,Vernal-Ouray Valley,Deer,General Season,Any Legal Weapon,Resident,standard,18,25,25,7,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1001,"Box Elder, West Bear River",Deer,General Season,Any Legal Weapon,Resident,standard,24,30,30,6,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1002,"Box Elder, West Bear River",Deer,General Season,Any Legal Weapon,Resident,standard,24,30,30,6,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1027,"East Canyon, Davis-North Salt Lake",Deer,General Season,Any Legal Weapon,Resident,standard,24,30,30,6,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
DA1030,"Nine Mile, Price River Valley",Deer,General Season,Archery,Resident,standard,19,25,25,6,TOTAL_ONLY,antlerless deer.xlsx,modeled_engine,NEEDS_SOURCE_REVIEW,"2026 row comes from a total-only source overlay; delta may be real, but source granularity is not strong enough to prove the split without a closer trace."
