"hunt_code","boundary_id","hunt_name","species","hunt_class","hunt_type","draw_family","weapon","sex_type","youth_flag","eligibility_class","season","permits_2025_res","permits_2025_nr","permits_2025_total","avg_points_2025","hunters_2025","harvest_2025","success_percent_2025","avg_days_2025","satisfaction_2025","access_type","permits_2026_res","permits_2026_nr","permits_2026_total","permit_status","permit_allocation_type","permit_source_authority","permit_note","has_harvest","has_bonus_draw","has_antlerless_draw","source_file","permit_overlay_source","source_authority","data_status","permits_2025_draw_res","permits_2025_draw_nr","draw_2025_bg_pdf_page","draw_2025_bg_report_page","draw_2025_type","draw_2025_species_section","permits_2025_draw_total","huntCode","code","title","unitName","unitCode","boundaryId","boundary_id_numeric","boundary_token","resolvedBoundaryIds"
"EA1171","547","Summit Point CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","9.0","6.0","66.7","3.8","4.3","CWMU","5","0","5","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1171","EA1171","Summit Point CWMU","Summit Point CWMU","547","547","547","547","547"
"EA1172","553","Three C CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","13.0","8.0","61.5","11.5","3.7","CWMU","9","0","9","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1172","EA1172","Three C CWMU","Three C CWMU","553","553","553","553","553"
"EA1174","521","Two Bear CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","56.0","40.0","71.4","1.7","4.2","CWMU","60","0","60","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1174","EA1174","Two Bear CWMU","Two Bear CWMU","521","521","521","521","521"
"EA1175","586","Wallsburg CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","7.0","2.0","28.6","2.3","3.4","CWMU","10","0","10","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1175","EA1175","Wallsburg CWMU","Wallsburg CWMU","586","586","586","586","586"
"EA1177","571","Woodruff Creek South CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","8.0","3.0","37.5","1.9","5.0","CWMU","8","0","8","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1177","EA1177","Woodruff Creek South CWMU","Woodruff Creek South CWMU","571","571","571","571","571"
"EA1192","826","Pahvant Ensign CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","6.0","1.0","16.7","2.0","2.4","CWMU","6","0","6","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1192","EA1192","Pahvant Ensign CWMU","Pahvant Ensign CWMU","826","826","826","826","826"
"EA1198","575","Bear Springs CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","2.0","2.0","100.0","2.0","5.0","CWMU","2","0","2","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1198","EA1198","Bear Springs CWMU","Bear Springs CWMU","575","575","575","575","575"
"EA1200","554","Double R Ranch CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","10.0","10.0","100.0","2.1","5.0","CWMU","10","0","10","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1200","EA1200","Double R Ranch CWMU","Double R Ranch CWMU","554","554","554","554","554"
"EA1201","858","Mountain Sky Ranch CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","10.0","9.0","90.0","3.2","4.5","CWMU","10","0","10","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1201","EA1201","Mountain Sky Ranch CWMU","Mountain Sky Ranch CWMU","858","858","858","858","858"
"EA1233","599","Avintaquin Canyon CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","4.0","0.0","0.0","4.5","2.8","CWMU","4","0","4","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1233","EA1233","Avintaquin Canyon CWMU","Avintaquin Canyon CWMU","599","599","599","599","599"
"EA1234","828","Royal Ivory Outfitters CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","16.0","7.0","43.8","1.9","3.9","CWMU","15","0","15","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1234","EA1234","Royal Ivory Outfitters CWMU","Royal Ivory Outfitters CWMU","828","828","828","828","828"
"EA1235","490","Sharp Mountain CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","10.0","3.0","30.0","3.6","3.0","CWMU","10","0","10","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1235","EA1235","Sharp Mountain CWMU","Sharp Mountain CWMU","490","490","490","490","490"
"EA1256","556","Little Pole Canyon CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","6.0","2.0","33.3","2.4","3.8","CWMU","9","0","9","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1256","EA1256","Little Pole Canyon CWMU","Little Pole Canyon CWMU","556","556","556","556","556"
"EA1257","569","Tunnel Hollow CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","5.0","3.0","60.0","2.7","5.0","CWMU","5","0","5","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1257","EA1257","Tunnel Hollow CWMU","Tunnel Hollow CWMU","569","569","569","569","569"
"EA1259","923","Diamond Mountain CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","2.0","1.0","50.0","2.5","4.0","CWMU","2","0","2","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1259","EA1259","Diamond Mountain CWMU","Diamond Mountain CWMU","923","923","923","923","923"
"EA1260","808","West Ridge CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","5.0","1.0","20.0","4.0","5.0","CWMU","5","0","5","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1260","EA1260","West Ridge CWMU","West Ridge CWMU","808","808","808","808","808"
"EA1261","874","Blackhawk CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","6.0","2.0","33.3","1.6","3.4","CWMU","5","0","5","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1261","EA1261","Blackhawk CWMU","Blackhawk CWMU","874","874","874","874","874"
"EA1263","524","Weber Florence Creek/Stillman Creek CWMU","Elk","CWMU","CWMU","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Contact operator for 2025 season dates","","","","","76.0","42.0","55.3","4.0","4.1","CWMU","35","0","35","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.","True","False","True","antlerless elk.xlsx","2026_elk_antlerless__total.xlsx","official_uploaded_source","COMPLETE","","","","","","","","EA1263","EA1263","Weber Florence Creek/Stillman Creek CWMU","Weber Florence Creek/Stillman Creek CWMU","524","524","524","524","524"
"EB3500","526","Alton CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","5.0","4.0","80.0","4.0","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","342","381","Bonus Point Draw Results","","1","EB3500","EB3500","Alton CWMU","Alton CWMU","526","526","526","526","526"
"EB3501","527","Bar J Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","11.0","11.0","100.0","3.4","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","343","382","Bonus Point Draw Results","","2","EB3501","EB3501","Bar J Ranch CWMU","Bar J Ranch CWMU","527","527","527","527","527"
"EB3502","582","Bear Mountain CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","8.0","100.0","8.3","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","344","383","Bonus Point Draw Results","","1","EB3502","EB3502","Bear Mountain CWMU","Bear Mountain CWMU","582","582","582","582","582"
"EB3503","575","Bear Springs CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","4.0","3.0","75.0","4.5","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","345","384","Bonus Point Draw Results","","1","EB3503","EB3503","Bear Springs CWMU","Bear Springs CWMU","575","575","575","575","575"
"EB3504","874","Blackhawk CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","10.0","10.0","100.0","3.5","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","346","385","Bonus Point Draw Results","","2","EB3504","EB3504","Blackhawk CWMU","Blackhawk CWMU","874","874","874","874","874"
"EB3505","529","Boobe Hole CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","16.0","16.0","100.0","4.4","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","347","386","Bonus Point Draw Results","","2","EB3505","EB3505","Boobe Hole CWMU","Boobe Hole CWMU","529","529","529","529","529"
"EB3506","560","Causey Spring CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","11.0","6.0","54.5","4.4","4.7","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","348","387","Bonus Point Draw Results","","1","EB3506","EB3506","Causey Spring CWMU","Causey Spring CWMU","560","560","560","560","560"
"EB3508","732","Chimney Rock CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","16.0","16.0","100.0","3.0","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","349","388","Bonus Point Draw Results","","2","EB3508","EB3508","Chimney Rock CWMU","Chimney Rock CWMU","732","732","732","732","732"
"EB3509","505","Coldwater Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","3","0","3","","22.0","21.0","95.5","2.9","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","3","0","350","389","Bonus Point Draw Results","","3","EB3509","EB3509","Coldwater Ranch CWMU","Coldwater Ranch CWMU","505","505","505","505","505"
"EB3511","640","Cotton Thomas CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","3.0","2.0","66.7","4.0","4.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","351","390","Bonus Point Draw Results","","1","EB3511","EB3511","Cotton Thomas CWMU","Cotton Thomas CWMU","640","640","640","640","640"
"EB3514","568","Deseret CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","19","0","19","","118.0","105.0","89.0","3.4","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","19","0","352","391","Bonus Point Draw Results","","19","EB3514","EB3514","Deseret CWMU","Deseret CWMU","568","568","568","568","568"
"EB3515","516","Double Cone CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","7.0","7.0","100.0","4.0","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","353","392","Bonus Point Draw Results","","1","EB3515","EB3515","Double Cone CWMU","Double Cone CWMU","516","516","516","516","516"
"EB3516","567","Durst Mountain CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","3","0","3","","20.0","11.0","55.0","3.8","4.7","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","3","0","354","393","Bonus Point Draw Results","","3","EB3516","EB3516","Durst Mountain CWMU","Durst Mountain CWMU","567","567","567","567","567"
"EB3517","520","East Fork Chalk Creek CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","3","0","3","","30.0","15.0","50.0","9.2","4.4","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","3","0","355","394","Bonus Point Draw Results","","3","EB3517","EB3517","East Fork Chalk Creek CWMU","East Fork Chalk Creek CWMU","520","520","520","520","520"
"EB3519","522","Ensign Ranches CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","4","0","4","","26.0","26.0","100.0","3.6","4.5","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","4","0","356","395","Bonus Point Draw Results","","4","EB3519","EB3519","Ensign Ranches CWMU","Ensign Ranches CWMU","522","522","522","522","522"
"EB3520","579","Folley Ridge CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","19.0","18.0","94.7","3.1","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","357","396","Bonus Point Draw Results","","2","EB3520","EB3520","Folley Ridge CWMU","Folley Ridge CWMU","579","579","579","579","579"
"EB3521","525","Grass Valley/Clark Canyon CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","10","0","10","","93.0","70.0","75.3","3.8","4.4","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","10","0","358","397","Bonus Point Draw Results","","10","EB3521","EB3521","Grass Valley/Clark Canyon CWMU","Grass Valley/Clark Canyon CWMU","525","525","525","525","525"
"EB3522","530","Grazing Pasture CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","5.0","5.0","100.0","4.3","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","359","398","Bonus Point Draw Results","","1","EB3522","EB3522","Grazing Pasture CWMU","Grazing Pasture CWMU","530","530","530","530","530"
"EB3523","573","Guildersleeve CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","19.0","16.0","84.2","2.0","4.6","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","360","399","Bonus Point Draw Results","","2","EB3523","EB3523","Guildersleeve CWMU","Guildersleeve CWMU","573","573","573","573","573"
"EB3524","577","Hardscrabble CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","10.0","6.0","60.0","5.9","4.1","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","361","400","Bonus Point Draw Results","","2","EB3524","EB3524","Hardscrabble CWMU","Hardscrabble CWMU","577","577","577","577","577"
"EB3525","555","Heaston East CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","20.0","20.0","100.0","1.9","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","362","401","Bonus Point Draw Results","","2","EB3525","EB3525","Heaston East CWMU","Heaston East CWMU","555","555","555","555","555"
"EB3526","550","Hiawatha CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","9.0","7.0","77.8","5.2","3.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","363","402","Bonus Point Draw Results","","2","EB3526","EB3526","Hiawatha CWMU","Hiawatha CWMU","550","550","550","550","550"
"EB3527","735","Indian Head CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","10.0","10.0","100.0","4.6","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","364","403","Bonus Point Draw Results","","1","EB3527","EB3527","Indian Head CWMU","Indian Head CWMU","735","735","735","735","735"
"EB3528","493","Ingham Peak CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","5.0","0.0","0.0","5.7","1.7","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","365","404","Bonus Point Draw Results","","1","EB3528","EB3528","Ingham Peak CWMU","Ingham Peak CWMU","493","493","493","493","493"
"EB3529","549","Circle E Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","10.0","10.0","100.0","2.6","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","366","405","Bonus Point Draw Results","","2","EB3529","EB3529","Circle E Ranch CWMU","Circle E Ranch CWMU","549","549","549","549","549"
"EB3530","580","Jacob's Creek CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","10.0","3.0","30.0","4.0","4.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","367","406","Bonus Point Draw Results","","1","EB3530","EB3530","Jacob's Creek CWMU","Jacob's Creek CWMU","580","580","580","580","580"
"EB3531","531","Johnson Mountain Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","15.0","15.0","100.0","4.4","4.6","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","368","407","Bonus Point Draw Results","","2","EB3531","EB3531","Johnson Mountain Ranch CWMU","Johnson Mountain Ranch CWMU","531","531","531","531","531"
"EB3532","734","Jump Creek CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","5.0","5.0","100.0","1.0","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","369","408","Bonus Point Draw Results","","1","EB3532","EB3532","Jump Creek CWMU","Jump Creek CWMU","734","734","734","734","734"
"EB3533","589","Junction Valley CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","8.0","100.0","3.6","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","370","409","Bonus Point Draw Results","","1","EB3533","EB3533","Junction Valley CWMU","Junction Valley CWMU","589","589","589","589","589"
"EB3534","484","Little Red Creek CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","14.0","12.0","85.7","3.7","4.7","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","371","410","Bonus Point Draw Results","","2","EB3534","EB3534","Little Red Creek CWMU","Little Red Creek CWMU","484","484","484","484","484"
"EB3536","551","Minnie Maud Ridge CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","5","0","5","","39.0","17.0","43.6","6.6","3.6","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","5","0","372","411","Bonus Point Draw Results","","5","EB3536","EB3536","Minnie Maud Ridge CWMU","Minnie Maud Ridge CWMU","551","551","551","551","551"
"EB3538","485","Moon Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","10.0","10.0","100.0","4.6","2.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","373","412","Bonus Point Draw Results","","1","EB3538","EB3538","Moon Ranch CWMU","Moon Ranch CWMU","485","485","485","485","485"
"EB3540","535","Old Woman Plateau CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","10.0","10.0","100.0","2.5","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","374","413","Bonus Point Draw Results","","2","EB3540","EB3540","Old Woman Plateau CWMU","Old Woman Plateau CWMU","535","535","535","535","535"
